ID_Cliente,Evasion,Genero,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Meses_Contrato,Servicio_Telefono,Multiples_Lineas,Tipo_Internet,Seguridad_Online,Backup_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Tipo_Contrato,Factura_Digital,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Cuentas_Diarias,Evasion_Binaria
0248-IPDFW,No,Femenino,0,No,No,1,Sí,Sí,DSL,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,50.1,50.1,1.67,0.0
0248-PGHBZ,No,Femenino,1,No,No,67,Sí,No,Fiber optic,Sí,Sí,No,Sí,Sí,No,Two year,Sí,Bank transfer (automatic),92.45,6140.85,3.08,0.0
0253-ZTEOB,No,Femenino,0,Sí,Sí,48,Sí,Sí,DSL,No,Sí,No,Sí,Sí,Sí,Two year,No,Electronic check,79.65,3870.3,2.66,0.0
0254-FNMCI,No,Femenino,0,No,No,72,Sí,No,Fiber optic,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Electronic check,109.9,7624.2,3.66,0.0
0254-KCJGT,No,Masculino,0,Sí,No,52,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,Sí,One year,Sí,Credit card (automatic),81.4,4354.45,2.71,0.0
0254-WWRKD,No,Femenino,0,Sí,Sí,67,Sí,No,DSL,No,Sí,No,No,No,No,One year,No,Credit card (automatic),50.55,3431.75,1.68,0.0
0256-LTHVJ,Sí,Femenino,0,Sí,Sí,28,Sí,No,Fiber optic,No,No,No,No,No,Sí,Month-to-month,Sí,Electronic check,81.05,2227.1,2.7,1.0
0257-KXZGU,No,Femenino,0,Sí,Sí,32,Sí,Sí,DSL,No,Sí,Sí,No,No,No,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,2.08,0.0
0257-ZESQC,Sí,Femenino,1,Sí,No,27,Sí,No,Fiber optic,Sí,No,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),75.2,1929.35,2.51,1.0
0258-NOKBL,No,Masculino,0,No,No,3,Sí,No,Fiber optic,No,Sí,Sí,No,No,Sí,Month-to-month,No,Electronic check,90.4,268.45,3.01,0.0
0259-GBZSH,Sí,Masculino,0,No,No,2,Sí,Sí,Fiber optic,No,No,No,No,Sí,No,Month-to-month,Sí,Electronic check,85.65,181.5,2.86,1.0
0260-ZDLGK,Sí,Femenino,0,No,Sí,9,Sí,No,DSL,No,No,Sí,Sí,Sí,Sí,Month-to-month,Sí,Mailed check,72.9,651.4,2.43,1.0
0263-FJTQO,No,Masculino,0,Sí,Sí,50,Sí,Sí,DSL,Sí,No,No,Sí,Sí,No,Two year,Sí,Credit card (automatic),70.5,3486.65,2.35,0.0
0264-CNITK,No,Femenino,0,Sí,Sí,71,Sí,No,Sin internet,,,,,,,Two year,No,Bank transfer (automatic),20.1,1389.6,0.67,0.0
0265-EDXBD,Sí,Masculino,1,Sí,No,32,Sí,Sí,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,74.9,2303.35,2.5,1.0
0265-PSUAE,No,Femenino,0,Sí,Sí,16,Sí,No,Fiber optic,Sí,No,Sí,No,Sí,Sí,Month-to-month,No,Bank transfer (automatic),100.7,1522.7,3.36,0.0
0266-CLZKZ,No,Femenino,0,Sí,Sí,67,Sí,Sí,Fiber optic,No,No,Sí,Sí,Sí,Sí,Two year,Sí,Bank transfer (automatic),105.65,6717.9,3.52,0.0
0266-GMEAO,No,Masculino,0,Sí,Sí,72,Sí,Sí,Fiber optic,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),114.3,8058.55,3.81,0.0
0268-QKIWO,Sí,Femenino,0,No,No,3,Sí,No,Sin internet,,,,,,,Month-to-month,No,Electronic check,19.75,58.85,0.66,1.0
0269-XFESX,No,Masculino,0,Sí,Sí,23,Sí,Sí,Sin internet,,,,,,,One year,No,Mailed check,24.35,538.5,0.81,0.0
0270-THENM,No,Masculino,0,Sí,Sí,72,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,No,Two year,No,Bank transfer (automatic),69.85,5102.35,2.33,0.0
0274-JKUJR,No,Masculino,0,Sí,Sí,7,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,No,Sí,Sí,Month-to-month,No,Mailed check,58.85,465.7,1.96,0.0
0274-VVQOQ,,Masculino,1,Sí,No,65,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,One year,Sí,Bank transfer (automatic),103.15,6792.45,3.44,
0277-BKSQP,No,Masculino,0,Sí,Sí,8,Sí,No,DSL,No,No,No,No,Sí,No,Month-to-month,Sí,Electronic check,54.4,475.1,1.81,0.0
0277-ORXQS,No,Masculino,0,Sí,Sí,66,No,Sin servicio telefónico,DSL,No,No,No,Sí,Sí,Sí,Two year,No,Bank transfer (automatic),50.55,3364.55,1.68,0.0
0278-YXOOG,Sí,Masculino,0,No,No,5,Sí,No,Sin internet,,,,,,,Month-to-month,No,Mailed check,21.05,113.85,0.7,1.0
0280-XJGEX,Sí,Masculino,0,No,No,49,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,Month-to-month,Sí,Bank transfer (automatic),103.7,5036.3,3.46,1.0
0281-CNTZX,No,Masculino,0,Sí,No,63,Sí,No,Sin internet,,,,,,,Two year,Sí,Bank transfer (automatic),19.95,1234.8,0.66,0.0
0282-NVSJS,No,Femenino,1,Sí,Sí,12,No,Sin servicio telefónico,DSL,No,No,No,Sí,No,No,Month-to-month,Sí,Mailed check,29.3,355.9,0.98,0.0
0285-INHLN,No,Masculino,0,Sí,Sí,27,Sí,No,DSL,Sí,Sí,No,No,No,No,Month-to-month,Sí,Credit card (automatic),54.75,1510.3,1.82,0.0
0289-IVARM,No,Femenino,0,No,No,35,Sí,No,DSL,Sí,Sí,Sí,No,No,No,Month-to-month,No,Electronic check,60.55,1982.6,2.02,0.0
0292-WEGCH,No,Femenino,0,Sí,Sí,54,Sí,Sí,DSL,No,Sí,Sí,Sí,Sí,Sí,Month-to-month,Sí,Electronic check,86.2,4524.05,2.87,0.0
0295-PPHDO,Sí,Masculino,0,No,No,1,Sí,Sí,Fiber optic,No,No,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,95.45,95.45,3.18,1.0
0295-QVKPB,No,Masculino,0,No,No,5,Sí,No,DSL,No,No,Sí,Sí,Sí,No,Month-to-month,Sí,Credit card (automatic),63.95,318.1,2.13,0.0
0297-RBCSG,No,Masculino,0,No,No,19,Sí,No,DSL,No,Sí,No,Sí,No,Sí,One year,Sí,Bank transfer (automatic),65.35,1231.85,2.18,0.0
0298-XACET,No,Masculino,0,Sí,Sí,52,No,Sin servicio telefónico,DSL,No,Sí,Sí,Sí,Sí,No,Two year,No,Mailed check,50.2,2554.0,1.67,0.0
0301-FIDRB,No,Femenino,0,Sí,Sí,72,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Bank transfer (automatic),63.8,4684.3,2.13,0.0
0301-KOBTQ,No,Masculino,0,No,No,32,Sí,No,Sin internet,,,,,,,Two year,Sí,Bank transfer (automatic),20.05,614.45,0.67,0.0
0302-JOIVN,Sí,Femenino,0,Sí,No,8,Sí,No,Fiber optic,No,Sí,Sí,No,Sí,Sí,Month-to-month,No,Electronic check,101.15,842.9,3.37,1.0
0303-UNCIP,No,Masculino,0,No,No,41,Sí,Sí,DSL,No,No,Sí,No,No,Sí,One year,No,Mailed check,65.0,2531.8,2.17,0.0
0303-WMMRN,No,Masculino,0,No,No,5,Sí,No,Sin internet,,,,,,,Month-to-month,Sí,Mailed check,19.25,86.05,0.64,0.0
0305-SQECB,No,Femenino,0,No,Sí,11,No,Sin servicio telefónico,DSL,Sí,No,No,Sí,No,No,One year,Sí,Mailed check,36.05,402.6,1.2,0.0
0306-JAELE,Sí,Masculino,0,No,No,5,Sí,No,Fiber optic,No,No,No,Sí,Sí,Sí,Month-to-month,Sí,Electronic check,96.1,453.4,3.2,1.0
0307-BCOPK,No,Femenino,0,No,No,16,Sí,No,Sin internet,,,,,,,One year,No,Mailed check,19.05,326.65,0.64,0.0
0308-GIQJT,No,Masculino,1,No,No,71,Sí,Sí,Fiber optic,No,Sí,No,Sí,Sí,Sí,One year,No,Bank transfer (automatic),105.75,7382.85,3.52,0.0
0308-IVGOK,No,Femenino,0,No,No,11,No,Sin servicio telefónico,DSL,No,Sí,Sí,Sí,No,No,One year,Sí,Credit card (automatic),40.4,422.6,1.35,0.0
0310-MVLET,Sí,Femenino,0,Sí,Sí,61,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,99.15,6010.05,3.3,1.0
0310-SUCIN,No,Femenino,0,Sí,No,71,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí,One year,Sí,Bank transfer (automatic),84.8,6046.1,2.83,0.0
0310-VQXAM,No,Masculino,0,No,No,9,Sí,No,Sin internet,,,,,,,Month-to-month,No,Mailed check,19.85,178.8,0.66,0.0
0311-QYWSS,No,Femenino,0,No,No,6,Sí,No,DSL,Sí,No,No,No,No,No,Month-to-month,Sí,Electronic check,49.45,314.6,1.65,0.0
0311-UNPFF,Sí,Femenino,0,No,No,26,Sí,No,Fiber optic,No,No,No,No,Sí,Sí,Month-to-month,Sí,Bank transfer (automatic),88.8,2274.35,2.96,1.0
0314-TKOSI,No,Femenino,0,No,No,6,Sí,No,DSL,Sí,Sí,No,No,No,No,Month-to-month,No,Mailed check,55.15,322.9,1.84,0.0
0315-LVCRK,No,Masculino,0,No,No,11,Sí,No,Fiber optic,No,No,Sí,No,No,Sí,Month-to-month,No,Electronic check,84.8,888.75,2.83,0.0
0318-QUUOB,Sí,Masculino,0,Sí,No,1,Sí,No,Fiber optic,No,No,No,No,Sí,No,Month-to-month,Sí,Electronic check,80.55,80.55,2.68,1.0
0318-ZOPWS,No,Femenino,0,Sí,No,49,Sí,No,Sin internet,,,,,,,Two year,Sí,Bank transfer (automatic),20.15,973.35,0.67,0.0
0319-QZTCO,No,Femenino,0,Sí,Sí,3,Sí,No,DSL,No,Sí,No,No,Sí,No,Month-to-month,Sí,Credit card (automatic),58.7,168.6,1.96,0.0
0320-DWVTU,No,Femenino,0,No,No,53,Sí,No,Fiber optic,Sí,Sí,Sí,Sí,No,Sí,Two year,No,Mailed check,99.5,5424.25,3.32,0.0
0320-JDNQG,Sí,Masculino,0,Sí,Sí,23,Sí,No,Fiber optic,Sí,No,No,Sí,Sí,Sí,Month-to-month,Sí,Electronic check,99.85,2331.3,3.33,1.0
0322-CHQRU,Sí,Masculino,0,No,No,2,Sí,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,1.51,1.0
0322-YINQP,Sí,Masculino,0,No,No,1,Sí,No,DSL,Sí,No,No,No,No,No,Month-to-month,Sí,Mailed check,48.55,48.55,1.62,1.0
0323-XWWTN,No,Masculino,0,No,Sí,3,Sí,Sí,Sin internet,,,,,,,Two year,Sí,Mailed check,26.4,121.25,0.88,0.0
0324-BRPCJ,Sí,Femenino,1,Sí,No,68,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,100.2,6851.65,3.34,1.0
0325-XBFAC,Sí,Masculino,0,No,No,8,Sí,No,Fiber optic,No,No,Sí,No,Sí,Sí,Month-to-month,Sí,Electronic check,94.7,740.3,3.16,1.0
0326-VDYXE,No,Femenino,0,Sí,No,70,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,One year,Sí,Electronic check,97.65,6982.5,3.26,0.0
0327-WFZSY,No,Masculino,0,Sí,Sí,39,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,One year,No,Electronic check,100.0,3835.55,3.33,0.0
0328-GRPMV,Sí,Femenino,0,No,No,1,Sí,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,70.1,70.1,2.34,1.0
0328-IBUPK,,Femenino,0,Sí,Sí,51,No,Sin servicio telefónico,DSL,Sí,No,No,Sí,No,No,Two year,No,Bank transfer (automatic),34.2,1782.0,1.14,
0329-GTIAJ,Sí,Femenino,0,No,No,3,Sí,No,Fiber optic,No,Sí,No,Sí,Sí,Sí,Month-to-month,Sí,Electronic check,97.9,315.3,3.26,1.0
0330-BGYZE,No,Masculino,0,Sí,No,60,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,One year,No,Bank transfer (automatic),102.5,6157.6,3.42,0.0
0330-IVZHA,Sí,Femenino,0,Sí,No,5,Sí,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,2.33,1.0
0334-GDDSO,Sí,Masculino,1,No,No,3,Sí,Sí,Fiber optic,No,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,81.35,233.7,2.71,1.0
0334-ZFJSR,No,Femenino,0,Sí,No,55,Sí,Sí,DSL,Sí,Sí,No,Sí,No,No,One year,Sí,Credit card (automatic),66.05,3462.1,2.2,0.0
0336-KXKFK,No,Masculino,0,No,No,72,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),61.2,4390.25,2.04,0.0
0336-PIKEI,No,Masculino,1,Sí,No,72,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,No,Two year,No,Bank transfer (automatic),74.4,5360.75,2.48,0.0
0337-CNPZE,Sí,Femenino,0,No,No,41,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,Month-to-month,Sí,Electronic check,106.3,4443.45,3.54,1.0
0343-QLUZP,No,Masculino,0,No,No,60,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,No,No,No,Two year,No,Bank transfer (automatic),39.6,2424.5,1.32,0.0
0345-HKJVM,Sí,Femenino,0,No,No,6,Sí,No,Fiber optic,No,No,No,No,Sí,Sí,Month-to-month,No,Electronic check,89.3,577.6,2.98,1.0
0345-XMMUG,No,Femenino,0,Sí,No,46,Sí,Sí,Fiber optic,No,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),108.9,4854.3,3.63,0.0
0347-UBKUZ,No,Femenino,0,No,No,15,Sí,No,Sin internet,,,,,,,Month-to-month,No,Mailed check,19.9,320.45,0.66,0.0
0348-SDKOL,Sí,Femenino,0,Sí,No,58,Sí,Sí,Fiber optic,No,No,Sí,Sí,Sí,Sí,Month-to-month,Sí,Credit card (automatic),102.1,5885.4,3.4,1.0
0354-VXMJC,No,Masculino,0,Sí,Sí,23,Sí,No,Sin internet,,,,,,,Two year,No,Credit card (automatic),19.6,426.65,0.65,0.0
0354-WYROK,Sí,Femenino,1,Sí,Sí,31,Sí,No,Fiber optic,No,No,Sí,Sí,Sí,Sí,Month-to-month,Sí,Electronic check,98.9,2911.3,3.3,1.0
0356-ERHVT,No,Masculino,0,Sí,No,11,Sí,No,DSL,No,No,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),45.9,521.9,1.53,0.0
0356-OBMAC,No,Femenino,1,No,No,56,Sí,Sí,Fiber optic,No,Sí,Sí,Sí,Sí,No,Two year,Sí,Bank transfer (automatic),99.9,5706.3,3.33,0.0
0357-NVCRI,No,Femenino,0,No,Sí,25,Sí,No,Sin internet,,,,,,,Month-to-month,No,Credit card (automatic),20.05,471.7,0.67,0.0
0361-HJRDX,No,Femenino,0,No,No,68,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Two year,No,Credit card (automatic),64.35,4539.6,2.14,0.0
0362-RAOQO,No,Femenino,0,No,No,40,Sí,No,Sin internet,,,,,,,Two year,No,Credit card (automatic),19.65,830.25,0.65,0.0
0362-ZBZWJ,Sí,Masculino,0,No,No,36,Sí,Sí,Fiber optic,No,No,No,No,No,Sí,Month-to-month,Sí,Electronic check,84.9,3067.2,2.83,1.0
0363-QJVFX,Sí,Masculino,0,No,No,32,Sí,Sí,Fiber optic,Sí,Sí,No,Sí,Sí,Sí,Month-to-month,Sí,Credit card (automatic),108.15,3432.9,3.6,1.0
0363-SVHYR,No,Masculino,0,Sí,Sí,71,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Two year,No,Bank transfer (automatic),86.85,6263.8,2.9,0.0
0365-BZUWY,No,Masculino,0,Sí,No,17,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,Month-to-month,Sí,Electronic check,102.55,1742.5,3.42,0.0
0365-GXEZS,No,Masculino,0,Sí,No,18,Sí,No,Fiber optic,No,No,Sí,Sí,No,No,Month-to-month,No,Electronic check,78.2,1468.75,2.61,0.0
0365-TRTPY,No,Femenino,0,No,No,37,Sí,Sí,Fiber optic,Sí,Sí,Sí,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,3.04,0.0
0366-NQSHS,No,Masculino,0,No,No,2,Sí,No,Sin internet,,,,,,,Month-to-month,No,Mailed check,19.35,46.35,0.64,0.0
0369-ZGOVK,No,Femenino,0,Sí,Sí,28,Sí,No,Fiber optic,No,No,No,No,No,No,One year,Sí,Bank transfer (automatic),70.4,1992.2,2.35,0.0
0373-AIVNJ,No,Masculino,0,No,No,9,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,No,No,No,One year,No,Mailed check,39.55,373.0,1.32,0.0
0374-AACSZ,No,Femenino,0,No,No,1,Sí,No,DSL,Sí,No,No,No,No,No,Month-to-month,No,Electronic check,50.15,50.15,1.67,0.0
0374-FIUCA,No,Masculino,0,Sí,No,65,Sí,No,Sin internet,,,,,,,Two year,Sí,Credit card (automatic),20.4,1414.45,0.68,0.0
0374-IOEGQ,No,Femenino,0,No,No,3,Sí,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.6,122.7,1.49,0.0
0375-HVGXO,Sí,Femenino,0,No,No,1,No,Sin servicio telefónico,DSL,No,No,No,No,Sí,No,Month-to-month,Sí,Electronic check,34.7,34.7,1.16,1.0
0376-OIWME,No,Masculino,0,Sí,No,36,Sí,No,Fiber optic,Sí,No,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,93.6,3366.05,3.12,0.0
0376-YMCJC,Sí,Masculino,0,No,No,23,Sí,Sí,Fiber optic,No,No,No,Sí,Sí,No,Month-to-month,Sí,Electronic check,90.6,1943.2,3.02,1.0
0377-JBKKT,No,Masculino,0,Sí,Sí,22,Sí,No,DSL,Sí,Sí,No,Sí,No,No,Month-to-month,Sí,Mailed check,57.95,1271.8,1.93,0.0
0378-CJKPV,No,Femenino,0,Sí,No,72,Sí,Sí,Fiber optic,Sí,Sí,Sí,Sí,Sí,Sí,Two year,No,Credit card (automatic),112.1,7965.95,3.74,0.0
0378-NHQXU,Sí,Femenino,0,Sí,Sí,17,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,No,Month-to-month,No,Electronic check,88.25,1460.65,2.94,1.0
0378-TOVMS,Sí,Femenino,0,No,No,3,Sí,No,Fiber optic,No,No,No,Sí,No,Sí,Month-to-month,No,Electronic check,85.8,272.2,2.86,1.0
0378-XSZPU,Sí,Masculino,0,Sí,No,58,Sí,No,DSL,Sí,Sí,Sí,No,No,No,One year,No,Credit card (automatic),60.3,3563.8,2.01,1.0
0379-DJQHR,No,Masculino,0,Sí,Sí,67,Sí,No,DSL,Sí,Sí,Sí,No,Sí,Sí,Two year,No,Credit card (automatic),81.35,5398.6,2.71,0.0
0380-NEAVX,No,Masculino,1,No,No,34,Sí,No,Fiber optic,No,Sí,Sí,No,Sí,Sí,One year,Sí,Electronic check,99.85,3343.15,3.33,0.0
0380-ZCSBI,No,Masculino,0,No,No,10,Sí,No,Sin internet,,,,,,,Month-to-month,No,Credit card (automatic),20.0,198.7,0.67,0.0
0383-CLDDA,No,Femenino,0,No,No,69,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),85.35,5897.4,2.84,0.0
0384-LPITE,No,Masculino,0,No,No,40,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,No,Sí,Sí,One year,No,Credit card (automatic),62.05,2511.55,2.07,0.0
0384-RVBPI,No,Masculino,0,No,No,20,Sí,No,DSL,Sí,No,Sí,No,No,Sí,Month-to-month,No,Credit card (automatic),64.4,1398.6,2.15,0.0
0386-CWRGM,No,Femenino,0,Sí,Sí,46,Sí,No,Sin internet,,,,,,,Two year,No,Mailed check,19.4,967.85,0.65,0.0
0388-EOPEX,Sí,Femenino,0,Sí,No,2,Sí,No,Fiber optic,Sí,No,No,No,No,No,Month-to-month,Sí,Electronic check,74.4,139.4,2.48,1.0
0390-DCFDQ,Sí,Femenino,1,Sí,No,1,Sí,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Mailed check,70.45,70.45,2.35,1.0
0392-BZIUW,No,Femenino,0,Sí,No,72,Sí,Sí,Fiber optic,Sí,No,Sí,No,Sí,Sí,Two year,Sí,Credit card (automatic),105.0,7589.8,3.5,0.0
0394-YONDK,No,Masculino,0,Sí,Sí,70,Sí,Sí,Sin internet,,,,,,,Two year,No,Credit card (automatic),25.15,1790.15,0.84,0.0
0396-HUJBP,No,Femenino,0,No,No,2,Sí,No,Sin internet,,,,,,,Month-to-month,No,Mailed check,19.3,44.4,0.64,0.0
0396-UKGAI,No,Masculino,0,No,Sí,23,Sí,No,DSL,No,Sí,No,Sí,No,No,Month-to-month,Sí,Bank transfer (automatic),55.3,1284.2,1.84,0.0
0396-YCHWO,No,Masculino,0,Sí,No,36,Sí,Sí,Fiber optic,No,No,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,95.4,3474.2,3.18,0.0
0397-GZBBC,Sí,Masculino,1,Sí,No,59,Sí,Sí,Fiber optic,No,No,No,No,Sí,Sí,Month-to-month,Sí,Bank transfer (automatic),93.85,5574.75,3.13,1.0
0397-ZXWQF,No,Masculino,0,No,No,67,Sí,No,Sin internet,,,,,,,Two year,No,Bank transfer (automatic),20.5,1430.95,0.68,0.0
0401-WDBXM,No,Masculino,0,Sí,Sí,72,Sí,Sí,Fiber optic,Sí,No,Sí,No,Sí,Sí,Two year,Sí,Bank transfer (automatic),105.55,7542.25,3.52,0.0
0402-CQAJN,Sí,Femenino,0,No,No,37,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,Month-to-month,Sí,Bank transfer (automatic),101.9,3545.35,3.4,1.0
0402-OAMEN,No,Femenino,0,Sí,Sí,72,Sí,Sí,Sin internet,,,,,,,Two year,No,Bank transfer (automatic),24.45,1709.1,0.82,0.0
0404-AHASP,No,Masculino,0,Sí,No,72,Sí,No,Sin internet,,,,,,,Two year,No,Credit card (automatic),19.7,1421.9,0.66,0.0
0404-SWRVG,Sí,Masculino,0,No,No,3,Sí,Sí,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,74.4,229.55,2.48,1.0
0406-BPDVR,Sí,Femenino,1,Sí,No,54,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,Sí,One year,Sí,Credit card (automatic),101.5,5373.1,3.38,1.0
0407-BDJKB,Sí,Masculino,0,Sí,No,60,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,No,Month-to-month,Sí,Electronic check,95.75,5742.9,3.19,1.0
0409-WTMPL,No,Femenino,0,Sí,No,58,Sí,Sí,Fiber optic,Sí,Sí,Sí,No,Sí,Sí,One year,Sí,Credit card (automatic),110.65,6526.65,3.69,0.0
0410-IPFTY,No,Femenino,0,Sí,No,31,Sí,No,Fiber optic,No,Sí,No,No,No,Sí,Month-to-month,Sí,Bank transfer (automatic),83.85,2674.15,2.8,0.0
0411-EZJZE,No,Femenino,0,No,No,3,Sí,Sí,DSL,No,No,No,No,Sí,No,Month-to-month,Sí,Electronic check,60.25,170.5,2.01,0.0
0412-UCCNP,No,Masculino,0,No,No,55,Sí,No,DSL,Sí,No,Sí,Sí,No,No,Two year,Sí,Electronic check,59.2,3175.85,1.97,0.0
0415-MOSGF,Sí,Femenino,0,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,1.48,1.0
0419-YAAPX,No,Masculino,0,Sí,No,49,Sí,No,Fiber optic,No,Sí,No,No,Sí,No,Month-to-month,Sí,Credit card (automatic),85.3,4297.95,2.84,0.0
0420-BWTPW,Sí,Masculino,0,No,Sí,8,No,Sin servicio telefónico,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.5,215.2,0.85,1.0
0420-HLGXF,No,Femenino,1,No,No,39,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,Month-to-month,Sí,Electronic check,99.75,4036.0,3.32,0.0
0420-TXVSG,No,Masculino,0,Sí,No,66,Sí,Sí,DSL,Sí,Sí,Sí,No,No,No,Two year,Sí,Credit card (automatic),66.1,4428.45,2.2,0.0
0422-OHQHQ,No,Femenino,0,Sí,Sí,15,Sí,No,Sin internet,,,,,,,One year,No,Mailed check,20.55,295.95,0.68,0.0
0422-UXFAP,No,Femenino,0,Sí,No,51,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,One year,Sí,Electronic check,98.85,4947.55,3.3,0.0
0423-UDIJQ,No,Masculino,1,No,No,9,Sí,No,DSL,No,No,No,Sí,No,No,Month-to-month,No,Mailed check,49.2,447.9,1.64,0.0
0426-TIRNE,Sí,Femenino,0,No,No,1,Sí,No,Sin internet,,,,,,,Month-to-month,No,Mailed check,20.9,20.9,0.7,1.0
0428-AXXLJ,No,Masculino,0,No,No,25,Sí,No,Sin internet,,,,,,,One year,Sí,Bank transfer (automatic),19.5,516.3,0.65,0.0
0428-IKYCP,No,Masculino,0,Sí,No,22,Sí,No,Fiber optic,No,No,Sí,No,Sí,No,Month-to-month,Sí,Bank transfer (automatic),87.0,1850.65,2.9,0.0
0430-IHCDJ,No,Masculino,0,No,No,15,Sí,Sí,DSL,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,49.0,749.25,1.63,0.0
0431-APWVY,Sí,Femenino,0,Sí,Sí,28,Sí,No,Fiber optic,No,No,No,No,Sí,Sí,One year,Sí,Bank transfer (automatic),90.1,2598.95,3.0,1.0
0432-CAJZV,No,Masculino,0,No,No,3,Sí,No,Fiber optic,No,No,No,No,Sí,Sí,Month-to-month,No,Mailed check,90.7,237.65,3.02,0.0
0434-CSFON,No,Femenino,0,Sí,No,47,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,Month-to-month,Sí,Electronic check,100.5,4707.1,3.35,0.0
0436-TWFFZ,No,Femenino,0,No,No,67,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,Sí,Two year,Sí,Mailed check,85.25,5714.2,2.84,0.0
0439-IFYUN,No,Femenino,1,No,No,18,Sí,No,Fiber optic,No,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,74.7,1294.6,2.49,0.0
0440-EKDCF,No,Masculino,0,Sí,No,62,Sí,No,DSL,No,Sí,Sí,Sí,No,No,Two year,Sí,Credit card (automatic),60.15,3753.2,2.0,0.0
0440-MOGPM,No,Femenino,0,No,No,41,Sí,Sí,DSL,No,Sí,Sí,No,Sí,Sí,One year,Sí,Electronic check,80.55,3263.9,2.68,0.0
0440-QEXBZ,No,Femenino,0,No,No,44,Sí,Sí,DSL,No,No,No,No,No,No,Month-to-month,Sí,Mailed check,50.15,2139.1,1.67,0.0
0440-UEDAI,No,Femenino,0,No,No,53,Sí,No,Fiber optic,No,Sí,Sí,Sí,No,Sí,One year,Sí,Credit card (automatic),94.45,5042.75,3.15,0.0
0442-TDYUO,No,Masculino,0,Sí,No,48,Sí,No,Sin internet,,,,,,,Two year,Sí,Mailed check,20.05,1036.0,0.67,0.0
